Date,PM2.5,PM10,NO,NH3,CO,SO2,AQI_Bucket,AQI
20-01-2020,34.51,82.12,6.77,14.44,1.07,5.74,Satisfactory,81
21-01-2020,37.86,84.98,6.26,14.19,1.1,6.86,Satisfactory,90
22-01-2020,28.25,71.37,6.1,14.77,1.23,6.35,Satisfactory,87
23-01-2020,41.13,76.02,8.76,14.45,1.1,7.64,Satisfactory,82
24-01-2020,42.19,84.68,7.99,13.91,1.22,7.44,Moderate,108
25-01-2020,44.82,95.52,10.87,14.99,1.23,6.85,Satisfactory,100
26-01-2020,44.48,93.93,9.21,16.11,1.1,8.32,Satisfactory,97
27-01-2020,45.49,92.25,12.1,17.79,1.24,9.36,Satisfactory,98
28-01-2020,52.63,98.54,6.61,17.5,1.17,13.04,Moderate,102
29-01-2020,46.45,100.44,8.04,13.87,0.99,11.45,Moderate,115
30-01-2020,43.42,107.2,17.25,14.17,1.19,9.86,Moderate,112
31-01-2020,46.36,102.88,5.39,14.39,1.05,8.97,Moderate,111
01-02-2020,52.07,105.15,5.09,14.51,1.03,10.3,Moderate,102
02-02-2020,35.27,84.84,4.24,13.05,0.81,6.12,Satisfactory,94
03-02-2020,33.79,80.75,9.12,12.29,0.96,7.34,Satisfactory,79
04-02-2020,29.27,75,7.82,12.05,1,6.81,Satisfactory,82
05-02-2020,30.66,74.45,6.88,12.86,1.16,7.47,Satisfactory,86
06-02-2020,43.83,92.77,7.34,13.82,1.11,6.93,Satisfactory,96
07-02-2020,49.51,103.19,5.71,14.44,1.06,8.53,Satisfactory,96
08-02-2020,45.3,106.63,5.64,13.5,0.95,7.2,Moderate,105
09-02-2020,52.39,111.14,4.66,15.42,1.06,10.99,Moderate,101
10-02-2020,35.53,82.96,5.3,15.84,1.09,8.07,Moderate,103
11-02-2020,33.94,77.23,6.41,12.4,1.07,7.08,Satisfactory,87
12-02-2020,32.82,72.71,6.23,12.02,0.93,7.06,Satisfactory,80
13-02-2020,37.67,86.81,9.5,12.15,1.06,7.06,Satisfactory,84
14-02-2020,50.47,120.55,15.25,14.09,1.29,6.98,Moderate,111
15-02-2020,54.91,129.65,16.22,14.89,1.24,7.48,Moderate,128
16-02-2020,45.02,89.03,6.18,13.44,0.99,8.14,Moderate,120
17-02-2020,41.66,94.89,14.05,13.41,1.15,9.48,Satisfactory,99
18-02-2020,43.29,105.87,6.85,15.06,1.07,7.44,Moderate,103
19-02-2020,55.31,97.46,6.29,15.25,1.28,7.62,Moderate,101
20-02-2020,47.86,95.51,7.98,13.9,1.06,5.97,Satisfactory,94
21-02-2020,30.24,72.85,4.56,12.05,1,6.25,Satisfactory,90
22-02-2020,33.96,82.03,4.67,13.04,0.98,6.62,Satisfactory,78
23-02-2020,36.3,85.26,4.15,12.61,1.09,5.92,Satisfactory,81
24-02-2020,35.6,82.42,5.07,11.92,1.01,5.93,Satisfactory,82
25-02-2020,41.83,97.01,5,12.39,1.28,6.01,Moderate,107
26-02-2020,47.39,88.67,5.03,12.47,0.97,5.38,Moderate,104
27-02-2020,39.39,92.84,5.95,12.63,1.16,6.72,Moderate,112
28-02-2020,42.58,95.58,5.36,12.35,1.06,6.75,Satisfactory,98
29-02-2020,48.75,95.45,5.79,12.22,1.01,6.22,Satisfactory,95
01-03-2020,56.2,89.66,3.51,14.37,0.98,7.09,Moderate,101
02-03-2020,53.75,115.89,6.52,14.37,1.18,6.36,Moderate,103
03-03-2020,70.78,154.34,8.97,14.47,1.27,6.96,Moderate,137
04-03-2020,55.66,118.07,12.1,15.46,1.22,6.6,Moderate,131
05-03-2020,57.89,111.38,6.09,14.39,1.04,7.21,Moderate,117
06-03-2020,41.84,83.19,5.52,13.61,0.94,8.07,Satisfactory,100
07-03-2020,44.33,89.88,5.26,15.57,0.98,7.12,Satisfactory,93
08-03-2020,38.66,84.01,3.91,14.03,0.88,6.71,Satisfactory,91
09-03-2020,38.88,84.66,4.74,13.54,0.99,7.41,Satisfactory,99
10-03-2020,41.48,89.64,3.92,12.71,0.94,7.08,Satisfactory,93
11-03-2020,39.57,80.31,4.86,11.31,0.96,8.25,Satisfactory,95
12-03-2020,34.62,78.55,6.45,10.85,1.05,6.36,Satisfactory,97
13-03-2020,34.77,76.68,6.76,10.94,0.93,7.36,Satisfactory,90
14-03-2020,29.97,72.04,5.47,10.8,0.91,6.65,Satisfactory,86
15-03-2020,33.96,72.17,4.07,11.55,0.92,6.97,Satisfactory,88
16-03-2020,26.15,71.05,4.54,11.07,0.84,6.75,Satisfactory,79
17-03-2020,24.15,77.96,4.75,10.48,0.86,7.01,Satisfactory,77
18-03-2020,29.66,72.55,4.54,11.06,0.9,7.25,Satisfactory,78
19-03-2020,38.15,87.04,4.96,12.13,0.93,7.97,Satisfactory,91
20-03-2020,43.31,94.45,3.79,13.53,0.98,6.97,Satisfactory,100
21-03-2020,40.62,95.67,6.2,13.76,1.06,6.75,Moderate,103
22-03-2020,30.16,66.88,4.2,12.95,0.82,6.92,Satisfactory,99
23-03-2020,40.28,82.77,4.01,13.99,1.05,6.03,Satisfactory,85
24-03-2020,50.85,82.89,3.45,14.92,0.86,6.39,Moderate,106
25-03-2020,25.25,48.81,2.62,11.91,0.76,7.92,Satisfactory,70
26-03-2020,27.77,51.53,2.55,11.25,0.7,5.87,Satisfactory,61
27-03-2020,27.47,51.79,3.22,11.09,0.85,6.49,Satisfactory,67
28-03-2020,24.89,45.75,2.63,10.13,0.85,6.11,Satisfactory,70
29-03-2020,28.45,47.23,2.99,10.41,0.85,6.37,Satisfactory,66
30-03-2020,32.46,53.57,3.02,11.12,0.91,6.77,Satisfactory,72
31-03-2020,22.01,48.55,2.9,10.45,0.83,5.11,Satisfactory,68
01-04-2020,22.54,49.89,2.51,10.18,0.76,5.81,Satisfactory,64
02-04-2020,27.12,58.49,2.43,10.92,0.86,5.56,Satisfactory,70
03-04-2020,34.12,69.87,2.43,11.13,0.77,6.8,Satisfactory,82
04-04-2020,31.93,63.83,2.43,11.25,0.72,6.51,Satisfactory,74
05-04-2020,30.26,67.3,2.48,11.08,0.8,6.06,Satisfactory,77
06-04-2020,22.68,50.53,2.34,11.69,0.71,4.44,Satisfactory,65
07-04-2020,15.14,20.84,3.05,16.57,0.71,5.3,Satisfactory,62
08-04-2020,18.39,28.13,2.74,13.03,0.72,5.55,Satisfactory,67
09-04-2020,23.32,32.12,2.51,13.62,0.73,5.83,Satisfactory,65
10-04-2020,30.06,22.69,3.98,13.71,0.67,6.1,Satisfactory,76
11-04-2020,26.99,35.92,2.35,16.25,0.79,6.06,Satisfactory,70
12-04-2020,22.38,35.49,2.68,13.94,0.72,4.78,Satisfactory,64
13-04-2020,25.61,42.98,3.74,11.61,0.71,5.75,Satisfactory,72
14-04-2020,30.24,52.51,3.61,10.46,0.69,6.34,Satisfactory,72
15-04-2020,33.62,50.11,2.76,10.86,0.67,8.19,Satisfactory,74
16-04-2020,25.27,42.7,2.65,9.91,0.73,6.55,Satisfactory,66
17-04-2020,40,50.83,2.62,10.46,0.65,5.77,Satisfactory,74
18-04-2020,34.03,46.7,2.53,10.25,0.72,5.59,Satisfactory,94
19-04-2020,24.22,41.6,2.61,9.42,0.61,6.21,Satisfactory,67
20-04-2020,19.42,31.92,2.57,9.03,0.55,6.75,Satisfactory,53
21-04-2020,17.04,48.52,3.12,7.96,0.78,6.2,Satisfactory,65
22-04-2020,19.95,50.26,2.71,8.33,0.68,6.79,Satisfactory,71
23-04-2020,26.1,48.49,2.9,8.44,0.67,6.36,Satisfactory,63
24-04-2020,26.25,65.58,3.38,9.74,0.75,6.54,Satisfactory,69
25-04-2020,25.98,55.47,3.67,10.15,0.69,5.83,Satisfactory,66
26-04-2020,21.32,43.11,3.03,9.89,0.82,5.47,Satisfactory,61
27-04-2020,19.25,50.33,3.17,9.21,0.76,5.55,Satisfactory,59
28-04-2020,20.74,55.81,2.71,10.71,0.79,5.86,Satisfactory,71
29-04-2020,13.68,39.31,2.68,10.72,0.74,5.73,Satisfactory,62
30-04-2020,20.3,54.56,4.21,8.07,0.75,5.45,Satisfactory,61
01-05-2020,24.81,61.29,3.34,8.95,0.67,6.28,Satisfactory,74
02-05-2020,18.36,50.84,3.13,7.84,0.8,6.19,Satisfactory,72
03-05-2020,22.35,56.07,3.02,6.94,0.82,6.23,Satisfactory,71
04-05-2020,26.1,71.6,2.7,6.47,0.86,7.16,Satisfactory,79
05-05-2020,29.23,87.56,3.09,7.53,0.82,7.44,Satisfactory,91
06-05-2020,23.02,64.54,2.81,8.56,0.93,6.85,Satisfactory,85
07-05-2020,26.87,72.07,2.9,8.9,0.88,6.09,Satisfactory,82
08-05-2020,17.61,52.32,3,7.94,0.77,7.14,Satisfactory,73
09-05-2020,21.05,60.98,3.05,8.26,0.77,7.51,Satisfactory,76
10-05-2020,24.29,59.49,3.02,8.84,0.77,6.93,Satisfactory,78
11-05-2020,20.58,66.73,3.08,9.01,0.81,7.7,Satisfactory,77
12-05-2020,15.43,70.53,3.19,8.98,0.73,6.05,Satisfactory,82
13-05-2020,14.56,39.32,3.27,9.23,0.8,6.09,Satisfactory,66
14-05-2020,24.81,58.72,3.9,10.15,0.74,6.12,Satisfactory,66
15-05-2020,17.34,46.71,4.43,9.42,0.87,7.39,Satisfactory,73
16-05-2020,23.44,56.99,3.89,10.07,0.96,7.06,Satisfactory,74
17-05-2020,21.25,52.69,3.12,10.3,0.72,7.19,Satisfactory,70
18-05-2020,16.82,47.84,7.57,10.52,0.85,6.14,Satisfactory,68
19-05-2020,23.81,79.02,3.75,9.81,0.73,5.67,Satisfactory,72
20-05-2020,17.9,64,4.3,8.9,0.72,6.05,Satisfactory,79
21-05-2020,19.53,60.44,4.38,8.87,0.74,5.8,Satisfactory,70
22-05-2020,18.13,56.21,4.32,8.98,0.79,5.59,Satisfactory,68
23-05-2020,19.52,62.59,3.49,8.76,0.72,6.29,Satisfactory,72
24-05-2020,18.62,66.58,3.28,8.97,0.59,5.64,Satisfactory,66
25-05-2020,21.06,57.36,3.88,9.36,0.7,5.81,Satisfactory,70
26-05-2020,22.25,71.59,4.18,9.58,0.76,6.38,Satisfactory,66
27-05-2020,19.81,55.23,4.73,12.06,0.92,6.03,Satisfactory,75
28-05-2020,28.46,55.7,4.48,9.1,0.66,6.24,Satisfactory,74
29-05-2020,23.16,53.37,5.1,8.2,0.7,6.48,Satisfactory,66
30-05-2020,15.87,42.52,4.12,8.7,0.74,6.27,Satisfactory,72
31-05-2020,23.32,51.62,2.39,7.26,0.84,7.01,Satisfactory,61
01-06-2020,9.16,22.16,2.64,5.7,0.6,6.78,Good,49
02-06-2020,8.95,19.43,3.09,5.13,0.57,6.65,Good,40
03-06-2020,9.69,19.34,4.22,4.92,0.6,6.85,Good,42
04-06-2020,10.91,30.11,7.19,4.78,0.62,6.94,Good,43
05-06-2020,22.88,48.48,3.88,5.64,0.66,7.12,Satisfactory,55
06-06-2020,18.18,50.12,4.61,5.7,0.6,7.16,Satisfactory,55
07-06-2020,17.6,45.11,3.45,5.31,0.57,7.11,Satisfactory,55
08-06-2020,20.16,48.85,4.64,5.22,0.65,6.88,Satisfactory,55
09-06-2020,21.7,52.5,4.65,5.64,0.62,6.99,Satisfactory,58
10-06-2020,25.44,73.07,11.1,6,0.66,6.92,Satisfactory,70
11-06-2020,16.53,39.75,5.74,5.76,0.67,6.99,Satisfactory,59
12-06-2020,16.84,35.21,5.17,5.93,0.64,7.2,Good,49
13-06-2020,16.79,42.32,5.42,6.57,0.72,7.33,Good,50
14-06-2020,16.66,35.74,4.77,6.7,0.56,6.86,Good,49
15-06-2020,19.57,36.58,5.15,6.55,0.62,7.68,Good,47
16-06-2020,17.07,45.6,5.16,6.9,0.6,7.21,Satisfactory,55
17-06-2020,18.29,56.47,5.9,6.48,0.65,7.74,Satisfactory,57
18-06-2020,28.32,63.66,5.57,6.84,0.73,7.27,Satisfactory,65
19-06-2020,21.55,57.17,4.82,6.54,0.66,7.22,Satisfactory,65
20-06-2020,18.32,47.55,4.48,6.59,0.66,7.81,Satisfactory,56
21-06-2020,18.18,42.05,4.6,6.5,0.54,7.47,Satisfactory,52
22-06-2020,15.65,40.19,5.59,6.5,0.62,7.18,Good,49
23-06-2020,20.38,49.93,5.16,6.76,0.62,6.98,Satisfactory,56
24-06-2020,19.72,52.43,5.41,7.37,0.61,6.86,Satisfactory,63
25-06-2020,16.93,40.06,6.01,7.42,0.74,7.73,Satisfactory,63
26-06-2020,15.4,28.66,4.42,7.32,0.61,7.45,Satisfactory,58
27-06-2020,16.6,29.48,3.06,6.88,0.67,7.29,Satisfactory,51
28-06-2020,20.44,26.34,2.69,6.58,0.66,6.6,Satisfactory,61
29-06-2020,28.68,29.27,3.62,6.8,0.56,6.33,Satisfactory,65
30-06-2020,14.47,24.26,4.61,6.82,0.56,6.45,Satisfactory,63
01-07-2020,17.5,30.48,3.95,7.42,0.54,6.66,Good,43
